trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T02160,2023-03-31,14:55:44,Tram,Route_18,Station_38,Station_4,09:44:09,10:26:40,6.3,18.3,Rain,38.0,62.5,67.8,27.2,Concert,16148,17,0,0,0,Spring,1
T02161,2023-04-01,08:26:34,Train,Route_2,Station_10,Station_46,14:35:52,15:24:54,10.5,34.6,Clear,2.7,65.0,47.3,1.3,Concert,37275,53,0,1,2,Autumn,1
T02162,2023-04-01,14:02:50,Bus,Route_4,Station_33,Station_11,20:05:52,21:18:43,9.9,41.0,Fog,38.4,61.4,39.8,0.4,Protest,7405,41,0,0,2,Summer,1
T02163,2023-04-01,05:23:44,Tram,Route_4,Station_50,Station_4,08:13:28,08:53:15,0.7,2.1,Clear,23.5,54.0,8.2,0.4,Protest,8763,54,1,0,1,Summer,0
T02164,2023-04-01,21:57:51,Train,Route_1,Station_35,Station_36,22:10:07,22:51:09,11.2,33.3,Rain,7.3,69.8,38.5,18.0,None,0,13,0,0,3,Summer,1
T02165,2023-04-01,22:34:38,Train,Route_3,Station_36,Station_18,16:48:58,16:01:56,2.9,1.7,Clear,4.0,85.9,33.0,0.9,None,0,67,0,0,0,Autumn,0
T02166,2023-04-01,00:40:58,Train,Route_12,Station_10,Station_35,14:55:16,15:13:05,11.0,32.1,Cloudy,5.4,96.3,40.3,1.5,Concert,39613,79,0,0,4,Autumn,1
T02167,2023-04-01,02:05:06,Tram,Route_14,Station_32,Station_2,05:14:15,05:31:44,5.6,38.2,Rain,24.1,73.3,32.4,5.4,Parade,35137,31,0,0,3,Summer,1
T02168,2023-04-01,02:49:15,Train,Route_2,Station_36,Station_44,15:03:41,16:08:52,3.9,30.7,Storm,38.1,95.7,42.5,22.7,Festival,45479,62,0,0,1,Winter,1
T02169,2023-04-01,04:42:42,Train,Route_19,Station_6,Station_16,05:43:35,05:42:26,5.0,29.7,Storm,34.0,97.0,45.6,6.6,None,0,23,0,0,3,Winter,1
T02170,2023-04-01,18:22:10,Train,Route_2,Station_16,Station_38,06:01:03,06:27:23,8.1,40.6,Cloudy,39.2,72.0,6.8,1.2,Festival,40216,51,0,1,3,Spring,1
T02171,2023-04-01,05:41:39,Bus,Route_14,Station_45,Station_47,07:41:53,08:09:49,5.3,48.2,Storm,9.5,42.7,16.8,32.0,None,0,98,0,0,5,Summer,1
T02172,2023-04-01,14:02:36,Metro,Route_17,Station_50,Station_27,15:44:14,16:33:09,6.4,22.1,Rain,12.5,61.5,36.6,24.4,None,0,82,0,0,4,Spring,1
T02173,2023-04-01,06:41:43,Train,Route_11,Station_9,Station_17,18:30:02,19:19:25,15.2,39.0,Storm,28.6,92.3,72.3,20.8,Festival,4651,20,0,0,1,Autumn,1
T02174,2023-04-01,01:41:25,Train,Route_10,Station_37,Station_16,14:02:14,14:34:21,-0.4,-1.8,Clear,6.3,30.2,75.1,0.8,None,0,82,0,0,5,Spring,0
T02175,2023-04-01,02:48:21,Bus,Route_3,Station_26,Station_35,07:48:14,07:16:54,0.4,0.7,Clear,10.2,79.4,45.4,0.3,Protest,37107,69,0,0,2,Summer,0
T02176,2023-04-01,22:50:27,Train,Route_5,Station_30,Station_1,15:09:55,15:56:37,1.8,-1.3,Clear,7.9,95.7,45.8,1.2,Concert,43006,64,0,0,1,Summer,0
T02177,2023-04-01,13:06:00,Bus,Route_18,Station_26,Station_8,10:08:32,11:57:10,5.4,33.0,Snow,13.4,77.4,42.6,9.8,Sports,4852,99,0,0,5,Spring,1
T02178,2023-04-01,15:06:16,Tram,Route_7,Station_44,Station_33,18:20:20,18:46:31,2.3,-2.2,Clear,29.7,95.9,23.3,0.0,None,0,10,0,0,5,Summer,0
T02179,2023-04-01,04:14:32,Metro,Route_1,Station_23,Station_2,09:24:48,09:42:08,-0.7,0.4,Clear,-4.6,77.8,36.5,0.3,None,0,24,0,0,0,Summer,0
T02180,2023-04-01,11:47:33,Tram,Route_15,Station_30,Station_15,12:40:42,13:18:00,5.7,25.5,Fog,-3.8,98.9,45.6,1.4,None,0,100,0,0,6,Spring,1
T02181,2023-04-01,15:35:37,Metro,Route_14,Station_34,Station_33,18:25:01,18:02:51,10.4,27.4,Storm,-4.8,96.9,69.3,18.0,Festival,12939,53,0,0,4,Autumn,1
T02182,2023-04-01,18:44:36,Bus,Route_2,Station_28,Station_13,11:32:48,11:02:44,3.4,23.9,Fog,23.8,70.2,27.6,0.2,Sports,44726,92,0,1,2,Summer,1
T02183,2023-04-01,15:14:28,Metro,Route_2,Station_44,Station_47,10:18:31,11:56:47,1.8,2.8,Rain,11.5,68.0,16.7,24.0,None,0,14,0,0,5,Autumn,0
T02184,2023-04-01,14:23:25,Metro,Route_3,Station_12,Station_49,08:01:42,08:43:42,12.9,29.7,Clear,16.2,91.7,11.9,1.4,None,0,53,0,0,3,Summer,1
T02185,2023-04-02,14:29:49,Metro,Route_2,Station_48,Station_2,13:45:44,13:09:01,9.5,45.7,Storm,16.0,81.6,25.3,5.9,None,0,95,0,0,6,Autumn,1
T02186,2023-04-02,08:43:37,Tram,Route_13,Station_34,Station_9,08:26:35,08:34:25,12.2,25.6,Clear,4.1,67.8,40.4,1.0,Concert,22532,89,0,1,0,Summer,1
T02187,2023-04-02,16:44:32,Tram,Route_3,Station_49,Station_46,17:04:02,17:42:03,-1.8,3.5,Clear,30.6,77.1,78.8,0.9,None,0,95,0,0,3,Summer,0
T02188,2023-04-02,07:09:22,Tram,Route_13,Station_19,Station_2,20:12:37,20:05:19,14.1,16.9,Cloudy,3.4,25.6,15.6,0.8,Parade,12593,41,0,1,4,Autumn,1
T02189,2023-04-02,17:01:30,Tram,Route_4,Station_24,Station_25,16:02:13,17:42:47,2.4,25.8,Clear,25.8,96.4,3.9,0.6,None,0,61,0,1,0,Spring,1
T02190,2023-04-02,10:06:18,Metro,Route_20,Station_3,Station_48,07:14:37,07:24:50,13.4,45.4,Rain,28.3,54.0,21.7,17.9,Sports,28137,27,0,0,6,Autumn,1
T02191,2023-04-02,13:26:58,Tram,Route_15,Station_47,Station_30,12:31:00,12:01:20,2.4,19.2,Rain,6.5,27.2,48.8,17.7,Sports,20539,15,0,0,2,Summer,1
T02192,2023-04-02,11:05:07,Tram,Route_8,Station_41,Station_16,06:22:44,07:05:37,3.4,29.8,Clear,26.9,50.3,76.3,0.1,None,0,41,0,0,0,Summer,1
T02193,2023-04-02,13:53:46,Tram,Route_9,Station_15,Station_1,22:05:37,22:01:35,4.1,46.7,Clear,4.8,61.1,54.1,0.0,Parade,41198,76,0,0,2,Winter,1
T02194,2023-04-02,17:09:22,Bus,Route_2,Station_3,Station_20,17:56:23,17:49:21,10.7,45.7,Clear,18.7,99.7,62.9,0.9,None,0,82,0,1,5,Winter,1
T02195,2023-04-02,06:19:21,Metro,Route_2,Station_35,Station_28,07:32:57,07:17:13,0.7,0.6,Clear,27.3,68.0,49.4,0.5,None,0,26,0,0,6,Summer,0
T02196,2023-04-02,11:29:50,Train,Route_11,Station_34,Station_5,17:53:10,17:52:09,16.6,28.9,Storm,1.6,23.6,77.1,25.8,Concert,4743,13,0,0,1,Autumn,1
T02197,2023-04-02,09:13:33,Tram,Route_1,Station_27,Station_27,18:25:13,18:31:56,8.3,23.9,Rain,25.5,25.8,47.0,23.6,Festival,46222,93,1,1,2,Summer,1
T02198,2023-04-02,00:30:22,Train,Route_13,Station_8,Station_21,19:09:34,19:07:25,11.9,39.8,Clear,1.0,52.6,54.2,1.3,Sports,11907,92,0,0,5,Spring,1
T02199,2023-04-02,20:30:06,Metro,Route_8,Station_46,Station_17,20:00:58,20:41:12,11.7,13.2,Clear,-1.8,89.1,78.7,0.7,Sports,34073,20,0,0,0,Autumn,1
T02200,2023-04-02,16:28:46,Bus,Route_3,Station_22,Station_49,06:40:47,06:46:03,15.4,27.1,Snow,10.7,48.8,44.6,33.0,Protest,8546,91,0,0,3,Summer,1
T02201,2023-04-02,01:44:28,Tram,Route_11,Station_37,Station_45,22:39:18,22:56:41,16.5,42.0,Snow,4.8,98.8,18.9,20.1,None,0,88,0,0,3,Summer,1
T02202,2023-04-02,01:20:04,Bus,Route_12,Station_43,Station_35,11:17:35,11:44:46,12.7,20.2,Storm,1.7,21.1,76.0,5.8,Festival,43176,19,0,0,2,Autumn,1
T02203,2023-04-02,22:19:02,Bus,Route_15,Station_28,Station_30,20:23:32,20:12:15,-0.5,-2.8,Clear,6.6,63.8,44.1,0.7,Protest,47169,66,1,0,2,Autumn,0
T02204,2023-04-02,20:51:45,Tram,Route_4,Station_5,Station_24,10:24:10,10:20:57,9.6,42.9,Fog,29.3,98.1,64.6,1.0,Sports,44198,45,0,0,6,Spring,1
T02205,2023-04-02,17:07:01,Tram,Route_11,Station_45,Station_4,11:53:12,12:26:54,-1.8,2.3,Clear,33.7,58.7,32.2,0.4,Concert,28693,44,0,1,2,Winter,0
T02206,2023-04-02,16:54:21,Train,Route_17,Station_34,Station_16,08:48:38,09:41:58,6.7,30.7,Rain,37.2,60.6,76.9,17.3,Sports,28252,82,1,0,4,Spring,1
T02207,2023-04-02,20:41:06,Bus,Route_6,Station_45,Station_1,17:16:21,17:13:24,2.0,-2.3,Cloudy,37.8,45.6,63.0,1.1,Concert,33097,45,0,0,5,Winter,0
T02208,2023-04-02,14:43:51,Train,Route_17,Station_31,Station_19,07:12:20,08:38:45,13.5,30.2,Rain,23.3,84.0,50.7,25.3,Concert,16346,98,0,0,0,Winter,1
T02209,2023-04-03,00:10:59,Bus,Route_15,Station_46,Station_24,06:57:16,07:48:53,-1.5,-2.2,Clear,26.2,94.4,61.2,0.2,Protest,29222,19,0,0,5,Summer,0
T02210,2023-04-03,10:47:15,Bus,Route_9,Station_44,Station_31,21:25:07,21:57:12,15.4,45.1,Rain,8.7,54.2,65.5,23.6,None,0,84,0,0,5,Autumn,1
T02211,2023-04-03,07:33:11,Metro,Route_18,Station_11,Station_18,17:41:18,17:51:00,9.8,33.7,Clear,35.3,93.0,68.4,1.5,None,0,56,1,1,1,Summer,1
T02212,2023-04-03,04:35:10,Train,Route_20,Station_9,Station_13,07:28:01,08:05:58,13.0,42.3,Snow,10.7,31.2,44.4,15.1,Sports,23356,24,0,0,1,Spring,1
T02213,2023-04-03,20:21:35,Metro,Route_5,Station_9,Station_36,22:28:38,22:03:03,-0.8,-0.1,Clear,28.1,74.0,56.2,1.4,Concert,42171,11,0,0,3,Winter,0
T02214,2023-04-03,15:27:29,Bus,Route_20,Station_40,Station_8,14:41:42,15:46:02,5.5,32.4,Rain,30.3,44.6,77.5,20.4,None,0,37,0,0,6,Autumn,1
T02215,2023-04-03,21:14:51,Bus,Route_1,Station_13,Station_7,05:32:49,05:37:03,10.7,39.5,Clear,39.0,28.5,45.8,1.0,Parade,15234,81,0,0,6,Summer,1
T02216,2023-04-03,02:25:40,Tram,Route_3,Station_23,Station_35,05:25:13,05:33:52,5.0,30.8,Rain,-3.6,69.4,0.7,21.2,Concert,33081,42,0,0,1,Winter,1
T02217,2023-04-03,23:11:11,Tram,Route_1,Station_40,Station_30,10:11:07,10:38:37,9.8,46.2,Rain,6.3,63.5,0.9,23.1,Protest,18786,51,0,0,4,Spring,1
T02218,2023-04-03,14:40:42,Train,Route_8,Station_22,Station_44,21:02:24,21:15:04,13.6,17.8,Cloudy,16.2,65.4,61.6,0.7,Concert,44719,34,0,0,3,Winter,1
T02219,2023-04-03,13:27:25,Tram,Route_19,Station_4,Station_37,05:51:06,05:35:28,-0.3,-1.2,Clear,30.9,79.0,3.7,0.5,Sports,5104,30,0,0,4,Spring,0
T02220,2023-04-03,04:01:47,Bus,Route_13,Station_19,Station_46,06:47:59,07:33:07,2.8,-0.9,Cloudy,27.6,58.1,54.6,1.3,Protest,31993,54,0,0,3,Winter,0
T02221,2023-04-03,14:39:56,Train,Route_13,Station_5,Station_34,10:55:13,11:46:00,14.0,41.7,Clear,-1.6,50.5,71.3,0.1,None,0,80,0,0,4,Winter,1
T02222,2023-04-03,14:12:28,Bus,Route_2,Station_20,Station_43,06:12:48,07:51:19,13.2,43.8,Rain,33.6,79.3,44.9,29.8,None,0,61,0,0,3,Autumn,1
T02223,2023-04-03,16:37:27,Bus,Route_11,Station_37,Station_9,06:36:47,06:54:52,0.2,1.4,Clear,13.6,77.9,18.6,1.3,Protest,42549,19,0,0,0,Winter,0
T02224,2023-04-03,03:24:00,Tram,Route_8,Station_26,Station_27,06:47:19,07:34:02,14.9,45.3,Clear,33.5,62.2,74.3,1.2,Parade,10170,67,0,0,3,Winter,1
T02225,2023-04-03,15:45:13,Tram,Route_10,Station_34,Station_48,11:53:44,11:11:33,6.1,16.3,Clear,34.8,69.6,40.5,0.6,None,0,65,0,0,1,Winter,1
T02226,2023-04-03,02:13:17,Metro,Route_6,Station_6,Station_40,19:43:13,19:41:14,2.9,1.4,Clear,36.3,60.7,14.3,0.6,Concert,33922,21,0,0,3,Autumn,0
T02227,2023-04-03,01:48:45,Train,Route_5,Station_38,Station_21,11:56:37,11:21:44,1.2,3.3,Clear,30.4,70.1,33.0,0.6,Sports,43515,67,0,0,3,Autumn,0
T02228,2023-04-03,11:51:50,Train,Route_20,Station_22,Station_47,16:52:19,17:17:04,13.4,43.8,Rain,28.9,52.0,61.4,13.9,Festival,28439,20,0,0,4,Summer,1
T02229,2023-04-03,02:04:36,Tram,Route_12,Station_15,Station_16,14:23:29,14:21:34,-1.2,3.8,Clear,18.0,85.1,46.0,0.4,Sports,43060,74,0,0,5,Autumn,0
T02230,2023-04-03,17:06:51,Train,Route_9,Station_33,Station_2,22:03:41,22:56:38,12.3,46.2,Storm,20.0,76.6,44.9,11.3,Concert,17402,77,0,1,1,Autumn,1
T02231,2023-04-03,11:55:34,Metro,Route_2,Station_7,Station_40,17:40:14,17:48:11,6.4,17.7,Rain,18.2,77.0,3.3,24.8,Festival,28247,21,0,0,4,Spring,1
T02232,2023-04-03,05:11:23,Bus,Route_16,Station_25,Station_21,07:36:56,07:39:43,11.3,37.8,Cloudy,18.2,98.5,33.6,1.2,Protest,13846,97,1,0,5,Spring,1
T02233,2023-04-04,06:20:12,Train,Route_10,Station_22,Station_2,21:56:53,21:03:39,16.1,26.1,Snow,4.5,60.4,55.0,24.4,None,0,32,0,0,2,Winter,1
T02234,2023-04-04,11:29:07,Bus,Route_8,Station_9,Station_11,08:16:13,08:47:14,3.6,37.3,Rain,9.8,96.0,13.6,27.0,Festival,44623,53,0,0,0,Summer,1
T02235,2023-04-04,14:16:42,Metro,Route_14,Station_48,Station_4,21:32:01,21:03:59,5.5,29.9,Fog,3.0,51.7,78.5,0.7,None,0,45,0,0,6,Autumn,1
T02236,2023-04-04,19:55:31,Train,Route_3,Station_19,Station_50,12:19:00,12:16:45,2.8,35.6,Cloudy,27.3,92.8,2.2,1.0,None,0,83,0,1,5,Winter,1
T02237,2023-04-04,13:33:40,Bus,Route_11,Station_3,Station_43,06:13:53,06:14:40,8.9,18.9,Rain,13.9,65.3,21.0,12.6,Festival,13689,33,0,0,4,Summer,1
T02238,2023-04-04,13:20:38,Tram,Route_18,Station_23,Station_47,18:11:55,18:28:26,2.0,3.8,Clear,5.9,65.6,2.8,0.3,Sports,49014,19,0,0,5,Spring,0
T02239,2023-04-04,14:24:39,Tram,Route_10,Station_49,Station_10,22:21:13,22:27:05,3.3,44.5,Fog,31.0,90.0,20.5,0.1,Festival,45817,78,0,0,2,Autumn,1
T02240,2023-04-04,14:25:37,Train,Route_1,Station_34,Station_41,16:31:46,16:15:49,2.0,3.0,Clear,35.3,96.4,24.9,0.7,Parade,25273,29,1,0,5,Summer,0
T02241,2023-04-04,08:07:22,Bus,Route_5,Station_32,Station_29,14:24:46,14:26:25,12.3,35.4,Cloudy,-4.8,36.0,38.4,0.5,None,0,62,0,1,6,Spring,1
T02242,2023-04-04,05:22:54,Metro,Route_2,Station_46,Station_15,08:20:29,08:10:34,13.4,29.3,Rain,34.5,30.4,69.1,32.0,Sports,26529,94,0,0,2,Winter,1
T02243,2023-04-04,12:29:39,Tram,Route_11,Station_5,Station_34,15:25:38,15:58:41,-1.7,0.4,Clear,-3.8,82.2,24.0,0.8,None,0,20,0,0,3,Summer,0
T02244,2023-04-04,02:11:52,Bus,Route_8,Station_28,Station_48,19:48:10,19:01:32,11.5,41.7,Clear,26.9,48.7,16.2,1.0,Protest,33351,87,0,0,5,Autumn,1
T02245,2023-04-04,05:43:45,Metro,Route_3,Station_17,Station_24,09:58:31,09:50:51,0.0,3.5,Snow,34.5,31.1,16.3,16.0,Parade,17480,32,0,0,1,Winter,0
T02246,2023-04-04,03:51:19,Train,Route_14,Station_34,Station_2,20:30:35,20:05:08,7.6,39.8,Clear,5.6,38.5,6.8,0.7,Protest,37868,50,0,0,4,Winter,1
T02247,2023-04-04,11:58:39,Metro,Route_4,Station_43,Station_43,19:38:18,19:08:43,0.6,2.7,Clear,37.5,47.9,11.9,0.5,Parade,25553,54,0,0,0,Autumn,0
T02248,2023-04-04,23:37:05,Bus,Route_7,Station_4,Station_10,22:50:42,22:40:27,9.5,51.8,Cloudy,27.4,81.8,23.8,0.2,None,0,99,0,0,6,Spring,1
T02249,2023-04-04,21:43:08,Bus,Route_20,Station_8,Station_10,05:54:15,05:33:04,3.7,48.3,Storm,39.3,25.9,18.4,14.7,None,0,51,0,0,0,Summer,1
T02250,2023-04-04,02:20:07,Tram,Route_2,Station_48,Station_31,09:04:39,09:22:54,15.9,22.4,Rain,4.0,60.5,6.2,13.2,Protest,865,83,0,0,0,Summer,1
T02251,2023-04-04,19:15:19,Metro,Route_5,Station_25,Station_40,09:06:56,10:55:48,10.0,40.8,Fog,0.8,21.4,76.7,1.4,Festival,24651,10,0,1,2,Spring,1
T02252,2023-04-04,03:07:11,Metro,Route_7,Station_16,Station_40,14:00:54,15:36:19,11.7,16.3,Snow,24.8,75.9,6.2,34.1,Sports,10775,53,0,0,5,Spring,1
T02253,2023-04-04,21:23:44,Bus,Route_11,Station_8,Station_44,19:01:39,20:49:29,2.4,31.3,Rain,18.2,97.1,59.0,18.9,None,0,52,0,0,1,Summer,1
T02254,2023-04-04,04:09:32,Metro,Route_5,Station_18,Station_45,09:03:54,10:57:44,12.6,37.7,Snow,31.7,48.5,21.3,34.4,None,0,29,0,0,4,Winter,1
T02255,2023-04-04,03:24:26,Tram,Route_20,Station_1,Station_7,18:00:17,18:16:49,4.3,25.7,Rain,14.3,93.8,44.2,27.2,None,0,90,0,0,2,Winter,1
T02256,2023-04-04,18:38:08,Metro,Route_1,Station_12,Station_16,09:59:00,09:29:54,15.2,34.9,Snow,-4.9,90.8,0.1,26.1,Festival,30437,46,0,1,6,Autumn,1
T02257,2023-04-05,19:36:24,Train,Route_19,Station_10,Station_37,20:19:28,21:00:55,4.8,42.1,Rain,16.8,47.9,0.6,9.6,None,0,67,0,1,3,Winter,1
T02258,2023-04-05,09:27:11,Metro,Route_11,Station_5,Station_20,14:24:46,14:22:58,2.5,-3.0,Clear,25.0,36.7,27.0,1.2,Protest,1299,60,0,1,3,Winter,0
T02259,2023-04-05,13:31:40,Bus,Route_1,Station_49,Station_36,13:36:10,13:45:14,12.4,26.1,Clear,9.1,46.4,56.3,0.1,Protest,45565,52,0,0,0,Summer,1
T02260,2023-04-05,18:34:44,Train,Route_3,Station_40,Station_23,05:06:03,06:04:53,3.1,35.5,Clear,17.6,93.2,77.8,1.5,Sports,43321,25,0,1,1,Summer,1
T02261,2023-04-05,20:58:41,Bus,Route_3,Station_48,Station_23,10:23:13,11:55:05,0.9,-0.3,Fog,22.2,54.0,36.2,0.7,None,0,58,0,0,0,Spring,0
T02262,2023-04-05,10:59:11,Train,Route_6,Station_13,Station_2,07:41:12,07:02:22,16.2,23.4,Storm,27.3,59.9,54.4,20.4,None,0,29,0,0,6,Winter,1
T02263,2023-04-05,18:35:10,Bus,Route_7,Station_15,Station_31,18:27:47,19:43:35,15.2,18.5,Rain,5.6,31.7,45.4,26.7,None,0,83,0,1,3,Spring,1
T02264,2023-04-05,19:31:18,Metro,Route_13,Station_15,Station_44,13:56:23,14:13:43,4.6,32.6,Rain,7.1,38.3,75.2,21.5,Concert,32944,47,0,1,2,Winter,1
T02265,2023-04-05,19:08:11,Bus,Route_7,Station_28,Station_41,20:04:17,20:49:47,15.2,20.9,Rain,25.9,94.1,44.9,11.5,Protest,16049,30,0,1,1,Summer,1
T02266,2023-04-05,21:20:53,Bus,Route_15,Station_10,Station_17,13:26:41,14:15:00,6.8,22.0,Storm,10.9,93.1,22.0,28.4,Festival,37590,34,0,0,4,Spring,1
T02267,2023-04-05,20:28:39,Metro,Route_6,Station_12,Station_34,22:01:19,22:55:39,14.9,30.6,Rain,28.8,43.7,56.4,28.5,Parade,28697,42,0,0,4,Autumn,1
T02268,2023-04-05,10:03:55,Metro,Route_6,Station_49,Station_10,17:49:02,17:27:31,2.0,-2.3,Clear,7.0,76.0,68.8,1.2,Festival,17473,42,0,0,2,Autumn,0
T02269,2023-04-05,07:22:00,Bus,Route_6,Station_18,Station_32,05:57:07,05:59:12,9.7,35.6,Cloudy,29.0,74.9,67.9,0.7,Concert,4420,59,0,1,1,Spring,1
T02270,2023-04-05,23:31:08,Train,Route_7,Station_40,Station_21,07:19:09,07:38:28,3.5,46.0,Cloudy,2.1,53.7,64.1,0.8,None,0,93,0,0,6,Summer,1
T02271,2023-04-05,10:12:52,Tram,Route_17,Station_12,Station_47,16:16:29,17:39:32,9.8,17.8,Clear,15.4,77.1,7.4,0.7,None,0,31,0,0,0,Summer,1
T02272,2023-04-05,22:24:35,Tram,Route_5,Station_47,Station_36,20:59:59,21:18:08,7.3,17.8,Clear,3.6,91.6,37.2,0.3,None,0,70,0,0,3,Spring,1
T02273,2023-04-05,23:32:41,Tram,Route_6,Station_35,Station_4,16:56:51,16:06:35,-1.8,1.3,Clear,18.2,82.0,34.3,0.7,Parade,6177,100,0,0,6,Summer,0
T02274,2023-04-05,00:31:26,Tram,Route_20,Station_44,Station_44,17:58:13,18:37:07,6.5,38.2,Clear,26.5,64.0,78.8,0.6,Concert,12072,69,0,0,2,Winter,1
T02275,2023-04-05,03:43:31,Bus,Route_14,Station_26,Station_37,08:07:58,09:47:19,5.5,32.8,Clear,18.7,70.8,11.8,1.1,None,0,39,0,0,0,Autumn,1
T02276,2023-04-05,13:26:45,Tram,Route_4,Station_46,Station_11,08:40:47,08:08:42,6.9,53.5,Storm,2.2,87.0,36.7,11.4,None,0,83,0,0,5,Autumn,1
T02277,2023-04-05,02:53:28,Bus,Route_18,Station_19,Station_15,20:43:50,20:27:38,5.7,30.9,Cloudy,36.5,80.0,58.5,0.4,None,0,51,0,0,6,Autumn,1
T02278,2023-04-05,15:31:10,Bus,Route_4,Station_24,Station_9,11:01:56,11:14:30,0.1,-0.9,Snow,-4.8,95.1,5.2,11.7,Protest,10394,60,0,0,0,Winter,0
T02279,2023-04-05,00:05:36,Tram,Route_4,Station_4,Station_16,15:59:59,16:26:46,10.0,24.4,Clear,27.9,87.2,71.5,0.3,None,0,70,0,0,2,Autumn,1
T02280,2023-04-05,20:01:50,Metro,Route_9,Station_9,Station_48,22:30:11,23:55:22,7.1,20.8,Storm,27.5,24.6,56.5,30.9,None,0,55,0,0,0,Summer,1
T02281,2023-04-06,10:48:14,Train,Route_14,Station_39,Station_46,12:00:07,13:41:01,10.0,23.1,Rain,35.3,77.3,10.9,9.4,None,0,98,0,0,6,Autumn,1
T02282,2023-04-06,16:18:02,Tram,Route_4,Station_17,Station_28,21:05:46,21:48:46,7.6,27.6,Storm,33.8,30.7,54.8,11.3,Sports,24791,30,0,0,5,Winter,1
T02283,2023-04-06,11:17:14,Tram,Route_16,Station_6,Station_19,11:15:29,11:06:25,-1.6,0.2,Fog,1.8,86.7,50.9,0.5,Parade,5500,61,0,0,5,Spring,0
T02284,2023-04-06,16:34:18,Train,Route_4,Station_15,Station_19,07:55:56,07:51:31,6.7,47.5,Rain,37.6,28.0,9.7,28.5,Protest,4259,100,0,0,2,Winter,1
T02285,2023-04-06,16:10:49,Metro,Route_16,Station_18,Station_48,13:37:44,13:27:30,-0.9,1.9,Cloudy,1.8,43.0,77.2,1.2,None,0,26,0,0,5,Autumn,0
T02286,2023-04-06,06:29:36,Train,Route_2,Station_36,Station_10,19:35:17,20:44:55,5.7,32.2,Cloudy,20.4,45.2,40.6,0.7,Concert,7758,75,0,0,1,Winter,1
T02287,2023-04-06,19:47:49,Train,Route_10,Station_5,Station_38,09:17:01,10:06:32,16.0,36.9,Rain,2.0,94.6,42.8,20.3,Protest,23064,21,0,1,1,Winter,1
T02288,2023-04-06,19:49:31,Train,Route_13,Station_2,Station_50,07:44:36,07:31:30,5.5,16.3,Clear,12.1,99.1,54.7,1.0,Protest,15203,72,0,1,4,Winter,1
T02289,2023-04-06,07:35:32,Train,Route_6,Station_37,Station_43,13:30:04,14:25:55,7.6,33.9,Clear,30.7,63.1,16.1,0.5,Sports,42253,79,0,1,6,Autumn,1
T02290,2023-04-06,01:07:36,Tram,Route_13,Station_8,Station_36,14:46:44,15:57:08,16.4,43.8,Snow,37.1,61.8,47.5,30.7,None,0,40,0,0,1,Summer,1
T02291,2023-04-06,10:07:17,Tram,Route_14,Station_21,Station_45,18:09:13,19:42:33,2.8,1.7,Clear,9.4,63.2,26.1,1.4,Protest,4914,28,0,0,3,Winter,0
T02292,2023-04-06,15:49:34,Tram,Route_14,Station_35,Station_11,18:04:25,18:34:51,4.4,12.1,Rain,14.6,71.2,70.4,5.7,Sports,26804,28,0,0,6,Spring,1
T02293,2023-04-06,18:52:23,Bus,Route_8,Station_26,Station_50,05:43:24,06:13:26,4.0,33.6,Clear,31.1,25.5,71.7,1.4,None,0,87,0,1,2,Spring,1
T02294,2023-04-06,04:34:52,Metro,Route_16,Station_7,Station_5,20:01:02,21:59:15,12.6,18.4,Cloudy,21.8,43.7,60.5,0.4,Festival,49539,73,0,0,5,Autumn,1
T02295,2023-04-06,11:48:02,Metro,Route_15,Station_37,Station_1,07:31:27,07:27:34,2.6,-0.2,Clear,35.4,68.9,13.6,1.0,Parade,28508,100,0,0,4,Winter,0
T02296,2023-04-06,18:48:46,Train,Route_7,Station_3,Station_10,08:53:29,09:33:57,12.8,32.3,Cloudy,9.8,38.8,37.7,0.7,Parade,49454,49,1,1,6,Winter,1
T02297,2023-04-06,12:28:34,Bus,Route_15,Station_12,Station_31,07:26:11,07:42:42,3.1,22.8,Snow,3.4,68.7,77.0,20.4,Parade,31566,41,0,0,2,Summer,1
T02298,2023-04-06,18:13:27,Tram,Route_19,Station_6,Station_13,08:00:36,08:22:01,4.8,34.1,Snow,19.7,92.1,28.9,14.9,Festival,15541,65,0,1,5,Spring,1
T02299,2023-04-06,16:06:47,Bus,Route_17,Station_26,Station_32,17:57:02,18:05:46,11.9,24.9,Clear,16.0,81.5,26.0,0.4,Protest,15987,95,0,0,5,Winter,1
T02300,2023-04-06,04:53:41,Train,Route_15,Station_35,Station_6,17:42:04,17:41:25,-1.6,0.6,Cloudy,34.6,62.7,17.5,0.7,None,0,20,0,0,6,Spring,0
T02301,2023-04-06,05:48:15,Tram,Route_16,Station_33,Station_35,07:49:56,07:56:49,4.4,38.6,Snow,-1.0,42.3,5.8,6.6,None,0,53,0,0,6,Spring,1
T02302,2023-04-06,19:19:55,Bus,Route_17,Station_7,Station_12,20:17:45,20:50:40,7.5,43.5,Clear,-3.0,52.9,6.1,1.0,None,0,87,0,1,2,Winter,1
